2015 YY9	1.86	0.56	8.3
-179806	1.86	0.53	4.9
2002 DO3	1.86	0.5	3.8
2006 GY2	1.86	0.5	30.6
2008 QS11	1.86	0.48	12.5
1989 UP	1.86	0.47	3.9
1989 VB	1.86	0.46	2.1
-139211	1.86	0.45	26.1
(2101) Adonis	1.87	0.76	1.3
-416591	1.87	0.73	11
2007 TR24	1.87	0.67	3.6
2014 CM13	1.87	0.66	9.6
-358471	1.87	0.6	5.8
-99248	1.87	0.51	10.6
-154269	1.87	0.49	14.4
2003 RB5	1.87	0.47	44.5
2015 KO120	1.88	0.93	2.2
2014 QO390	1.88	0.88	25.7
-417871	1.88	0.7	47.7
-152770	1.88	0.65	7.1
-162687	1.88	0.54	14.8
2015 FF35	1.88	0.52	8.8
2016 AA10	1.88	0.51	12.7
2014 YB35	1.88	0.48	12.6
2013 OD4	1.89	0.78	12.2
2008 PK3	1.89	0.6	17.1
2013 AN60	1.89	0.58	6.9
2008 MP1	1.89	0.57	3.8
-177614	1.89	0.52	5.4
2014 GE35	1.89	0.52	19.2
2013 JM14	1.89	0.51	8.1
2014 BW2	1.89	0.48	16.5
2004 VC17	1.9	0.81	20.4
-434096	1.9	0.77	13.8
2006 PY17	1.9	0.64	2.8
2006 BX39	1.9	0.64	14.3
-220839	1.9	0.6	3.7
2005 KJ10	1.9	0.58	8.2
-137120	1.9	0.55	9
-363790	1.9	0.55	8.3
1999 UR	1.9	0.5	3.6
-438105	1.91	0.82	1.6
2010 LZ63	1.91	0.76	13.9
2008 OS7	1.91	0.64	7
-170086	1.91	0.63	2.1
-311044	1.91	0.62	55.9
-37638	1.91	0.52	5.1
-453778	1.91	0.46	6.7
2011 BM45	1.92	0.8	5.4
-85713	1.92	0.64	10.8
2007 RU9	1.92	0.63	5.6
-267729	1.92	0.61	5.8
2002 FQ5	1.92	0.59	7.6
2002 NE71	1.92	0.58	7.2
2007 ED125	1.92	0.58	3.8
-409836	1.92	0.57	6.4
-162116	1.92	0.56	7.1
-406213	1.92	0.55	1.5
-53426	1.92	0.54	22.8
2004 MD	1.92	0.54	9.8
2015 DU180	1.93	0.92	4.8
2007 PR25	1.93	0.84	3.5
2013 FA8	1.93	0.67	3.1
1991 GO	1.93	0.65	9.6
-377732	1.93	0.62	23.6
2000 UG11	1.93	0.57	8.9
2003 SS84	1.93	0.57	5.5
2005 DD	1.93	0.57	7.3
2001 VJ5	1.93	0.56	6.1
2009 QL8	1.93	0.54	4.2
2001 FE90	1.93	0.49	8.8
-162998	1.93	0.47	1.7
2011 KU15	1.94	0.87	4.4
2005 QZ151	1.94	0.58	4.9
2012 BS23	1.94	0.58	5.4
2007 RV9	1.94	0.57	6.4
2003 WH166	1.94	0.56	0.7
2009 KN4	1.94	0.52	9.2
2014 QK434	1.94	0.5	6
2003 VE1	1.94	0.49	16.3
-428209	1.94	0.49	12.3
-430804	1.95	0.76	12.4
2013 QR1	1.95	0.74	45.6
2001 YV3	1.95	0.72	5.2
2007 VT6	1.95	0.64	7.4
2010 US7	1.95	0.64	55.1
2005 GH81	1.95	0.55	11.7
2006 RK1	1.95	0.52	9.6
2006 VD13	1.95	0.48	11.7
2007 VG	1.96	0.66	51.1
-337558	1.96	0.58	4.8
2012 SD22	1.96	0.57	7.9
-377097	1.96	0.56	3.9
2014 PS59	1.96	0.55	14.1
-387746	1.96	0.51	3.9
(12923) Zephyr	1.96	0.49	5.3
2006 CY10	1.96	0.49	6.8
2014 HE124	1.97	0.85	18.8
2007 UL12	1.97	0.81	4.2
-143404	1.97	0.61	2.7
2005 EO33	1.97	0.57	4.6
-143992	1.97	0.55	27.2
2016 CS29	1.97	0.55	14
2012 UR138	1.97	0.54	7.8
2012 VO6	1.97	0.53	3.6
2002 QW47	1.97	0.52	4.2
2010 WZ8	1.97	0.5	3.7
2013 GF69	1.97	0.5	10
(4183) Cuno	1.98	0.63	6.7
2012 BJ86	1.98	0.64	1.3
2008 DJ	1.98	0.6	5.1
2012 BT23	1.98	0.6	9.1
-337075	1.98	0.59	9.6
1998 WB2	1.98	0.59	2.4
2009 HV58	1.98	0.58	47
2009 DR3	1.98	0.56	4.1
-363831	1.98	0.53	6.4
2015 XU378	1.98	0.49	23.8
2012 AA11	1.98	0.48	6.4
2005 CL	1.99	0.75	4.4
-344076	1.99	0.75	6.6
2005 BG14	1.99	0.73	21.7
2005 LW39	1.99	0.72	28.5
2012 PP28	1.99	0.61	5.6
2013 WF108	1.99	0.57	23.4
2012 YQ1	1.99	0.56	5.2
2011 EL11	2	0.69	3.9
2015 CX12	2	0.61	5.8
-269690	2	0.6	3.6
2012 HJ1	2	0.61	31.3
-422699	2	0.59	7.7
-441641	2	0.56	8.2
-450142	2	0.54	1.8
-141593	2	0.53	2.4
-86819	2	0.51	10.1
2012 XO111	2	0.5	4.3
2015 NZ13	2.01	0.78	6.6
2016 CA136	2.01	0.78	1.2
2009 CS	2.01	0.6	3.2
2009 SW17	2.01	0.6	8.4
2005 WA1	2.01	0.59	10.9
2013 GS66	2.01	0.58	2.4
-369264	2.01	0.57	52.4
2005 VO5	2.01	0.56	14.3
2016 BT39	2.01	0.55	9
-251346	2.01	0.53	8.2
-435548	2.01	0.53	7.2
2012 FO62	2.01	0.52	4
2012 XY6	2.01	0.49	7.8
2011 DY4	2.02	0.77	6.1
-221455	2.02	0.66	0.9
-53429	2.02	0.64	26.8
1998 BY7	2.02	0.61	3.3
2002 VP69	2.02	0.53	10.2
2006 KD40	2.02	0.51	21.1
2015 WG9	2.03	0.69	34.4
2006 HD2	2.03	0.6	4
2015 BZ310	2.03	0.55	4.1
2006 PA1	2.03	0.55	2.4
2007 RU17	2.04	0.83	9.1
2005 UW6	2.04	0.74	0.9
2004 GE2	2.04	0.71	2.2
1994 NE	2.04	0.6	27.5
-163067	2.04	0.59	7.6
-162979	2.04	0.54	17.1
2007 TU24	2.04	0.53	5.6
-399774	2.04	0.52	12.7
2015 RR150	2.04	0.5	42.2
2013 ND24	2.05	0.74	3.6
2002 NY40	2.05	0.71	5.9
2005 GY8	2.05	0.67	2.8
2005 NE7	2.05	0.65	9.5
2007 XY9	2.05	0.62	3.3
2014 JS54	2.06	0.89	3.3
2010 EW45	2.06	0.67	2.1
2015 DE198	2.06	0.58	12.2
2000 JF5	2.06	0.56	13.7
2013 BW76	2.06	0.53	40.3
2005 RC34	2.06	0.51	10.8
2012 MU2	2.06	0.51	11.2
2014 JO25	2.07	0.89	25.2
2002 HP11	2.07	0.76	5.1
1998 QA62	2.07	0.75	24.9
2014 UR116	2.07	0.73	6.6
-162183	2.07	0.53	1.4
2014 MV67	2.07	0.52	3.5
2010 DM	2.08	0.84	5.1
2013 CT82	2.08	0.63	1.8
-290772	2.08	0.59	4.5
-89830	2.08	0.51	43.7
2014 QL433	2.09	0.72	4.4
-352102	2.09	0.66	42
-207398	2.09	0.64	2.6
-418416	2.09	0.62	4.7
1997 GD32	2.09	0.6	5.3
2010 DG77	2.09	0.54	14.8
2002 EV11	2.1	0.89	11.8
2015 TB145	2.1	0.86	39.7
2015 TL178	2.1	0.69	6.7
2012 KN11	2.1	0.66	5.4
-138727	2.1	0.61	11.9
2008 AH33	2.1	0.55	36.8
2010 GA24	2.1	0.55	7.7
-356991	2.1	0.53	8.2
-382395	2.11	0.76	11.6
2010 JE88	2.11	0.76	10.8
2008 OO	2.11	0.7	5.5
2002 GM5	2.11	0.69	7.3
2002 AZ1	2.11	0.66	8.1
2004 QB	2.11	0.65	11
2012 MM11	2.11	0.65	3.2
-250620	2.11	0.6	16.1
2009 QS	2.11	0.59	8.2
-196068	2.12	0.66	59.4
2012 OP4	2.12	0.66	20.7
-415029	2.12	0.65	34.8
2004 GB2	2.12	0.65	12.4
-162695	2.12	0.64	2.2
1999 GL4	2.12	0.6	7.3
-184266	2.12	0.6	3.9
2015 FP118	2.12	0.55	2.7
2005 FE3	2.12	0.53	13.1
2014 SS1	2.12	0.52	1.5
-143487	2.13	0.73	5
2014 XJ3	2.13	0.73	1.2
2006 CM10	2.13	0.7	18.3
2010 WV8	2.13	0.67	8.4
-314212	2.13	0.65	6.5
2004 HF12	2.13	0.65	13.4
2014 YY8	2.13	0.6	20
-90075	2.13	0.58	8.9
2014 SV141	2.13	0.52	7.8
2007 PF28	2.14	0.8	5.9
2003 GG21	2.14	0.71	10.1
2012 MZ6	2.14	0.71	1.4
-31669	2.14	0.58	9.5
2008 FW5	2.14	0.55	13.5
2007 HE15	2.14	0.54	9.5
-143651	2.14	0.52	11.6
2015 OC22	2.15	0.9	11.6
2014 WK368	2.15	0.71	14.3
-359369	2.15	0.7	3.4
2014 CU13	2.15	0.67	5.9
2007 XD10	2.15	0.67	18.5
1994 EK	2.15	0.64	6
2012 BM86	2.15	0.63	11.4
2011 CY46	2.15	0.61	11.6
2013 TT135	2.15	0.6	6.5
2003 AC23	2.15	0.58	2
-164216	2.15	0.57	19.9
2012 FG58	2.15	0.55	13.5
1999 TT16	2.16	0.67	2
2010 RA147	2.16	0.66	5.8
2003 GP51	2.16	0.6	2.9
2004 RF84	2.16	0.6	23.3
2014 DS22	2.16	0.58	5
1998 WZ1	2.16	0.56	4.3
-168318	2.16	0.54	6.5
(2201) Oljato	2.17	0.71	2.5
2004 UR1	2.17	0.62	4.1
2008 XN	2.17	0.59	5.3
2010 KR10	2.17	0.59	1
2004 FY31	2.17	0.56	11.2
2014 HV177	2.17	0.55	4.6
2012 HG31	2.17	0.53	10.2
2007 BJ29	2.18	0.83	11.1
2009 XT6	2.18	0.77	5.7
2014 MC68	2.18	0.73	2.6
2012 FR1	2.18	0.71	13.3
2010 UK8	2.18	0.7	1.9
2007 JH22	2.18	0.61	5.6
2010 GU21	2.18	0.56	3.2
2010 EF44	2.19	0.89	38.2
1999 VR6	2.19	0.76	8.5
-437905	2.19	0.67	8.9
2008 UZ94	2.19	0.57	30.2
-16960	2.2	0.86	17.6
2014 OX299	2.2	0.86	6.4
2014 NK52	2.2	0.84	2.5
2010 TU149	2.2	0.83	2
2008 VL14	2.2	0.82	1.9
-430544	2.2	0.81	3.4
2014 CD13	2.2	0.76	6.9
2007 JY2	2.2	0.69	1.6
2009 KD3	2.2	0.68	8
(4486) Mithra	2.2	0.66	3
2012 AD3	2.2	0.6	5.2
2011 VU5	2.2	0.56	30.5
2008 XQ2	2.2	0.55	14.5
(3671) Dionysus	2.2	0.54	13.5
2009 CC3	2.2	0.54	11.4
2008 ON13	2.21	0.82	5.9
2009 SB	2.21	0.8	5.5
2014 BX2	2.21	0.76	2.2
2008 OP8	2.21	0.68	5.2
2009 RZ3	2.21	0.68	52.7
2013 JR28	2.21	0.65	6.6
2014 WZ120	2.21	0.64	20.9
2015 TE323	2.21	0.6	9.5
2009 DS10	2.21	0.59	7.5
2007 DT103	2.21	0.58	5.5
2014 OT111	2.21	0.55	8.4
2010 RF181	2.21	0.55	6.2
2015 BX516	2.21	0.54	10
2011 KE	2.22	0.95	5.9
2015 PM307	2.22	0.86	8.1
-85182	2.22	0.78	3.1
2000 EU70	2.22	0.76	13.1
2008 AK33	2.22	0.72	34.1
1979 XB	2.22	0.71	24.6
2001 TC45	2.22	0.64	15.6
-450894	2.22	0.59	8.1
2007 XN	2.22	0.57	24.7
2004 TG10	2.23	0.86	4.2
2007 VW137	2.23	0.74	5.9
2010 JK33	2.23	0.61	4
2012 UZ33	2.23	0.58	3.4
2003 BB21	2.23	0.55	4.8
-242216	2.23	0.54	39.6
2012 UR158	2.24	0.86	3.2
-446791	2.24	0.7	7.3
-9856	2.24	0.63	9.8
2011 GN44	2.24	0.6	55
(314082) Dryope	2.24	0.57	16.1
2015 VE1	2.24	0.57	1.9
2005 AV27	2.25	0.65	5.9
2003 OC3	2.25	0.6	13.1
2007 VN3	2.25	0.58	15.5
2015 XK261	2.25	0.58	8.1
2004 FJ11	2.25	0.56	2.4
2015 NK13	2.25	0.56	8.1
2015 FE120	2.25	0.55	22.8
2014 SM260	2.26	0.88	7.8
2005 UR	2.26	0.88	7
2015 QO3	2.26	0.85	9.9
2013 LN31	2.26	0.8	23.2
2003 WP21	2.26	0.78	4.3
2014 WD7	2.26	0.75	2.3
2001 FA58	2.26	0.72	8.2
2012 MS4	2.26	0.72	67.7
2014 TN17	2.26	0.7	16.2
2007 VP243	2.26	0.58	5.6
2013 WT44	2.26	0.57	12.2
2007 XJ16	2.26	0.56	6.3
2011 BY18	2.27	0.78	3.6
2013 LM31	2.27	0.65	1.7
2008 FW6	2.27	0.63	6.5
1994 RC	2.27	0.6	4.8
-159857	2.27	0.59	23
-163051	2.27	0.57	9.3
2008 RV	2.27	0.56	2.3
2002 KJ4	2.27	0.56	27.9
2015 TX24	2.28	0.87	6.1
2015 PU228	2.28	0.79	9.4
1997 GL3	2.28	0.78	6.7
2013 RH74	2.28	0.59	5.5
2005 TP	2.28	0.59	7.9
2006 CF	2.29	0.68	4.7
-253841	2.29	0.64	8.1
2010 UG7	2.3	0.78	16.2
2013 EO126	2.3	0.78	3
-205744	2.3	0.75	11.9
2007 AB12	2.3	0.72	7.8
-162210	2.3	0.7	5.2
2006 KY86	2.3	0.65	7.4
2002 EL6	2.3	0.58	9.5
2005 WD	2.3	0.56	26.1
2012 VK6	2.31	0.7	1.8
-385343	2.31	0.6	29.5
2014 KP4	2.32	0.82	9.3
-289315	2.32	0.63	4.9
2000 PY5	2.32	0.6	3.8
2000 CO33	2.32	0.57	18.3
2015 TK178	2.32	0.57	11.4
2004 HD2	2.33	0.83	15.4
2006 LD1	2.33	0.7	5.9
2008 CH	2.33	0.69	22.1
2013 BD18	2.33	0.66	17.4
1998 QK28	2.33	0.58	7.9
2014 KB91	2.33	0.58	4.9
2009 UN3	2.33	0.58	37.4
2007 CS26	2.33	0.57	22
2001 VB	2.34	0.89	8.6
2011 EF17	2.34	0.74	4.2
2005 JU1	2.34	0.69	6.1
2001 KF54	2.34	0.65	1.6
2003 TK2	2.34	0.65	4.3
2012 VL6	2.34	0.57	8.8
2003 YH136	2.35	0.89	16.7
2001 YB5	2.35	0.87	5.6
1994 XD	2.35	0.73	4.3
2002 EU11	2.35	0.68	2.9
2010 TP55	2.35	0.67	3.3
2016 BE1	2.35	0.61	7.5
2009 OF	2.35	0.6	9.4
2004 RW10	2.35	0.59	3.1
2013 TE135	2.36	0.76	6
2016 BV14	2.36	0.71	7.7
2008 CB22	2.36	0.66	7.3
2009 ST19	2.36	0.59	6.7
2015 BL311	2.37	0.84	1.5
2008 XM1	2.37	0.78	5
2010 KQ10	2.37	0.67	6.7
2001 SZ269	2.37	0.66	2.5
2008 SR1	2.37	0.65	16.9
2013 GZ73	2.37	0.62	7.3
2005 OD3	2.37	0.6	16.2
2015 TR178	2.38	0.69	10.5
2010 FF10	2.38	0.63	5.1
2007 LU19	2.38	0.62	2.6
2009 FU4	2.38	0.62	12.9
2010 JN71	2.38	0.59	17.7
2012 VC82	2.38	0.58	10.9
2008 SJ82	2.38	0.58	9.7
-52768	2.38	0.57	5.9
1999 XK136	2.39	0.7	2.7
2003 EG16	2.39	0.69	20.4
2014 NE52	2.39	0.66	3.8
-374851	2.39	0.61	23.7
2010 TP54	2.39	0.6	3.5
2006 OC5	2.4	0.65	4.7
2013 EV108	2.4	0.63	8.4
2001 GT2	2.4	0.63	3.7
2009 KK8	2.4	0.59	2.3
2011 KO17	2.4	0.58	4
2011 AT26	2.41	0.7	1.7
2013 YP139	2.41	0.68	0.8
-267131	2.41	0.66	15.6
-52760	2.41	0.62	2.4
2015 TK238	2.41	0.61	3.7
2011 BT59	2.42	0.94	3.6
2007 AC2	2.42	0.74	9.5
2004 XN29	2.42	0.71	2.4
2014 PW59	2.42	0.69	2.3
2011 UE305	2.42	0.67	4.8
2015 TV144	2.42	0.65	13
-180186	2.42	0.63	8.6
-430440	2.42	0.59	18.7
-297274	2.43	0.79	2
-186844	2.43	0.67	7.8
2016 CW137	2.43	0.66	37.8
2003 NW1	2.43	0.64	6.1
2008 XA2	2.43	0.62	3
-159504	2.43	0.62	9.7
2003 TO9	2.43	0.6	3.1
2012 LK11	2.43	0.59	5.1
2013 TV135	2.43	0.59	6.8
2013 LF7	2.43	0.59	5.4
2012 TO139	2.44	0.89	5.4
2003 WG	2.44	0.78	27.2
2012 YO3	2.44	0.67	3.6
2008 JW2	2.44	0.64	8.9
2014 MF6	2.44	0.62	4.3
2008 SH82	2.44	0.59	4.6
2015 DH155	2.45	0.7	12.5
2010 UQ7	2.45	0.68	4.5
-137427	2.45	0.61	39.2
2010 VZ	2.45	0.59	8.5
2009 DZ42	2.45	0.58	13.1
2011 WR46	2.46	0.89	4.9
2012 HG8	2.46	0.73	25.6
2014 JV55	2.46	0.69	41.4
2012 SW20	2.46	0.68	10.2
2015 JV	2.46	0.67	7.2
2002 AV	2.46	0.66	2.8
2012 VF37	2.46	0.65	4.9
2011 TK	2.46	0.65	7.8
-243566	2.46	0.64	19.9
2006 RZ	2.46	0.64	9
2006 AR3	2.46	0.64	4.8
-417634	2.46	0.59	20.4
1999 YD	2.46	0.59	1.4
2013 EW27	2.46	0.59	24.2
2006 UF17	2.47	0.81	3.7
2001 FB90	2.47	0.78	1.9
2009 WJ1	2.47	0.67	0.6
2015 RP82	2.47	0.62	24.8
2006 WT1	2.47	0.6	13.7
2016 CC30	2.47	0.59	35.6
2004 DM44	2.48	0.71	10.5
2005 WY55	2.49	0.72	7.3
2014 KT76	2.49	0.7	4.4
2003 YD45	2.49	0.7	8.4
2009 AL	2.49	0.66	3.9
(6489) Golevka	2.49	0.61	2.3
-368203	2.49	0.61	12.2
2012 FZ23	2.49	0.61	75.4
2013 YC	2.5	0.94	2.8
-429584	2.5	0.7	2.6
-242708	2.5	0.7	0.8
-153311	2.5	0.64	28.4
2001 YP3	2.5	0.62	7.9
-6491	2.5	0.59	5.9
2010 MF1	2.5	0.59	9.1
-399457	2.51	0.96	26.1
2002 MX	2.51	0.8	2
-152664	2.51	0.72	3.5
2011 PO1	2.51	0.64	5.7
2016 CB194	2.51	0.64	9.8
2012 LK9	2.51	0.62	10.1
2010 XC11	2.52	0.85	9.1
2012 BU61	2.52	0.78	5.3
-153220	2.52	0.68	5.9
2002 LX	2.52	0.67	3.2
2015 XW377	2.52	0.6	12.8
2015 DG200	2.53	0.72	10.6
1998 HT31	2.53	0.7	6.8
(4179) Toutatis	2.53	0.63	0.4
2009 FE	2.53	0.61	1.9
2003 SK84	2.54	0.74	8.9
2016 CW193	2.54	0.67	6.6
2013 UP8	2.54	0.62	47.8
(217628) Lugh	2.55	0.7	4
-419880	2.55	0.67	9.7
2008 PJ9	2.55	0.66	4.8
2004 RZ164	2.55	0.61	13.9
2006 ON1	2.55	0.61	3.5
2005 YU3	2.56	0.84	3.1
2013 WR67	2.56	0.72	5
1996 JA1	2.56	0.7	21.6
2002 PE130	2.56	0.62	15.6
2013 LE16	2.56	0.61	32.8
-247360	2.57	0.84	19.1
2012 XJ134	2.57	0.74	2.5
-206910	2.57	0.72	5
2009 XV	2.57	0.68	3.3
2008 RM98	2.57	0.64	1.9
2006 VT13	2.57	0.63	2.2
2006 HT30	2.57	0.62	1.6
2015 FJ	2.58	0.78	8.3
2001 EC	2.58	0.77	0.6
2014 OM339	2.58	0.64	3.4
2012 NN	2.58	0.63	4.6
2014 OY1	2.58	0.62	23
2003 CG11	2.59	0.73	21.3
-172678	2.59	0.69	2.7
2000 LF3	2.59	0.66	14.7
2013 PX6	2.59	0.65	13.7
2015 OL35	2.59	0.64	4.5
2015 RA36	2.6	0.64	34.5
-435159	2.6	0.63	17.1
2009 BD81	2.6	0.63	12.3
-422787	2.6	0.61	13.2
2006 HQ30	2.6	0.61	12
2002 SQ41	2.61	0.8	25.1
1983 LC	2.61	0.71	1.5
2015 PR228	2.61	0.68	7.2
2012 FQ1	2.61	0.62	5.2
2008 SV11	2.62	0.72	8.3
2011 YH28	2.62	0.71	8.6
2004 UE	2.62	0.65	15.1
2011 DS9	2.62	0.64	3.7
2011 LJ19	2.62	0.62	1.5
2011 BE38	2.63	0.71	8.2
1998 US18	2.63	0.68	9.7
2015 BW310	2.63	0.64	10
2003 WC158	2.63	0.63	9
2015 XB130	2.63	0.62	12.5
-436671	2.63	0.61	13.4
-192642	2.64	0.77	6.8
2014 EQ12	2.64	0.74	11
2003 YP1	2.64	0.65	7.4
2014 KV86	2.64	0.64	25.6
(4015) Wilson-Harrington	2.64	0.62	2.8
2015 KL157	2.64	0.62	35.5
-139359	2.65	0.87	5.8
2014 CY4	2.65	0.82	15
2006 QJ65	2.65	0.68	5.1
2012 CA21	2.65	0.66	28.9
-100085	2.65	0.62	2.8
2005 FN4	2.66	0.76	29.3
2010 JL33	2.66	0.74	5.3
2009 KE3	2.66	0.71	5.8
2015 AK280	2.66	0.7	11.4
2004 TL10	2.66	0.66	9.3
2001 GL2	2.66	0.65	34.8
2011 XM1	2.67	0.66	11.1
2013 SW24	2.67	0.65	6.2
2013 XN24	2.67	0.63	14
2015 LK24	2.67	0.62	14.4
2001 HA4	2.68	0.8	17.2
2013 GG69	2.68	0.68	9.1
2000 QS7	2.68	0.66	3.2
2010 FC81	2.68	0.62	1.7
2009 ST103	2.69	0.72	15.9
-329614	2.69	0.68	5.4
2005 FH	2.69	0.66	34.9
2010 GS7	2.69	0.66	9.1
2007 SR11	2.69	0.65	1.5
2015 FL	2.69	0.65	15.7
-374038	2.69	0.64	0.8
2009 OG	2.7	0.86	48.4
2009 RV1	2.7	0.64	1.9
2010 GT7	2.71	0.68	9.3
2006 KK21	2.72	0.87	12.4
-267494	2.72	0.78	46.8
2004 MP7	2.72	0.72	17.6
2015 HY116	2.72	0.69	14.1
2014 YL14	2.73	0.77	5.8
1998 SH2	2.73	0.71	2.4
-53319	2.73	0.64	13.9
2015 DN215	2.74	0.75	10.4
2003 BK47	2.74	0.71	20.7
2004 TN1	2.74	0.7	8.4
2002 JZ8	2.74	0.65	9.8
2013 BC18	2.75	0.77	24.8
2015 BS4	2.75	0.64	6.1
2009 HD21	2.77	0.69	18.6
2004 MX2	2.78	0.71	18.3
2011 WV134	2.78	0.68	6
1997 QK1	2.78	0.65	2.9
2008 NO3	2.79	0.67	11.7
2013 RJ74	2.8	0.73	22.3
2002 MT3	2.8	0.69	6.5
6344 P-L	2.8	0.67	4.7
2003 RS1	2.8	0.64	2.5
2007 CA19	2.81	0.82	9.6
2015 CZ13	2.81	0.76	19
2011 YE6	2.81	0.73	3.1
2014 KM4	2.81	0.67	5.2
2004 UV1	2.81	0.65	20.8
-214869	2.82	0.66	2
2014 ER49	2.82	0.64	13.7
2010 EK44	2.83	0.77	11.2
2014 TA36	2.83	0.71	6.2
1998 SY14	2.83	0.67	3.5
2006 UO	2.83	0.67	2.3
2002 GZ8	2.83	0.64	5.3
2011 BX10	2.83	0.64	9.7
2011 CB50	2.83	0.64	12.3
2016 BP14	2.84	0.77	2
(14827) Hypnos	2.84	0.67	2
2002 FC	2.84	0.66	6.8
2010 CN44	2.85	0.68	3.8
2016 BZ14	2.85	0.67	31.3
2014 MR26	2.88	0.84	10.8
2011 BX18	2.88	0.73	14.5
2014 LJ21	2.89	0.9	24.2
-307005	2.89	0.75	39.2
2000 DN1	2.89	0.67	7.8
2006 CT10	2.89	0.66	12.9
-410778	2.91	0.72	54.5
2011 LA19	2.92	0.65	19.2
-442037	2.93	0.69	17.6
2002 KG4	2.94	0.66	27.6
-436329	2.95	0.7	21.7
2015 TH145	2.97	0.72	12.8
-250706	2.97	0.7	7
2011 WO41	3.01	0.73	20
2016 BA14	3.01	0.67	18.9
2009 SG18	3.02	0.67	58.4
2004 BZ74	3.05	0.89	16.6
2006 TA8	3.06	0.7	21.9
2015 HC10	3.06	0.68	4.9
2008 CL116	3.07	0.74	18.7
2007 YB2	3.09	0.69	16.5
2000 YG29	3.18	0.69	18.9
-414287	3.21	0.76	13.5
2011 LC19	3.21	0.73	10.5
-451124	3.21	0.7	10
2016 AJ193	3.26	0.82	22.7
2005 UJ159	3.34	0.83	35.5
2011 GS60	3.36	0.92	18.8
2015 HX176	3.89	0.8	28.3
